backbone,dataset,method,variant,seed,run_id,source_artifact,commit,evidence_tier,manuscript_role,paired_control_run_id,paired_variant,pair_valid,parameter_match_pct,trainability_regime,trainable_parameters,selector_metric,selected_epoch,balanced_accuracy,macro_f1,kappa,weighted_f1,audit_status,audit_notes,selection_rule
CBraMod,faced,generic_bottleneck,none,3407,faced_evalmode_frozen_generic_s3407_20260804,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/faced/faced_evalmode_frozen_generic_s3407_20260804,,PRIMARY_CANDIDATE,CONTEXT,,,,,trainable,128430274,validation_kappa,30,0.3894256575415996,0.38823561659221256,0.3110546272761364,0.3869751008735831,UNREVIEWED,,complete_three_seed:generic_bottleneck:none
CBraMod,faced,generic_bottleneck,none,42,faced_evalmode_frozen_generic_s42_20260804,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/faced/faced_evalmode_frozen_generic_s42_20260804,,PRIMARY_CANDIDATE,CONTEXT,,,,,trainable,128430274,validation_kappa,35,0.3935856146001073,0.39315171255028436,0.31580701608199313,0.39197271782134063,UNREVIEWED,,complete_three_seed:generic_bottleneck:none
CBraMod,faced,lora,none,1024,faced_evalmode_frozen_lora_qkv_r8_s1024_20260804,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/faced/faced_evalmode_frozen_lora_qkv_r8_s1024_20260804,,PRIMARY_CANDIDATE,CONTEXT,,,,,trainable,128480809,validation_kappa,21,0.42243692968330643,0.4235914236304431,0.3471683960495061,0.42122702693475605,UNREVIEWED,,complete_three_seed:lora:none
CBraMod,faced,lora,none,3407,faced_evalmode_frozen_lora_qkv_r8_s3407_20260804,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/faced/faced_evalmode_frozen_lora_qkv_r8_s3407_20260804,,PRIMARY_CANDIDATE,CONTEXT,,,,,trainable,128480809,validation_kappa,11,0.4088835212023618,0.4084876718194134,0.3318340829585207,0.4064505862316601,UNREVIEWED,,complete_three_seed:lora:none
CBraMod,faced,lora,none,42,faced_evalmode_frozen_lora_qkv_r8_s42_20260804,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/faced/faced_evalmode_frozen_lora_qkv_r8_s42_20260804,,PRIMARY_CANDIDATE,CONTEXT,,,,,trainable,128480809,validation_kappa,12,0.42096081588835216,0.4224268573722585,0.34605608567023616,0.4205631201279947,UNREVIEWED,,complete_three_seed:lora:none
CBraMod,faced,frozen_probe,none,1024,faced_evalmode_frozen_probe_s1024_20260804,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/faced/faced_evalmode_frozen_probe_s1024_20260804,,PRIMARY_CANDIDATE,RQ1,,,,,frozen,128404009,validation_kappa,17,0.37909286097691897,0.3795963124311903,0.2997519954984057,0.3784459502731745,UNREVIEWED,,complete_three_seed:frozen_probe:none
CBraMod,faced,frozen_probe,none,3407,faced_evalmode_frozen_probe_s3407_20260804,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/faced/faced_evalmode_frozen_probe_s3407_20260804,,PRIMARY_CANDIDATE,RQ1,,,,,frozen,128404009,validation_kappa,43,0.3789586688137413,0.38084727771879767,0.30011674449633086,0.3799335591536526,UNREVIEWED,,complete_three_seed:frozen_probe:none
CBraMod,faced,frozen_probe,none,42,faced_evalmode_frozen_probe_s42_20260804,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/faced/faced_evalmode_frozen_probe_s42_20260804,,PRIMARY_CANDIDATE,RQ1,,,,,frozen,128404009,validation_kappa,46,0.3750670960815888,0.37618588879858567,0.2979704219770135,0.3768114208915497,UNREVIEWED,,complete_three_seed:frozen_probe:none
CBraMod,faced,upper_k_finetune,none,1024,faced_evalmode_frozen_upper2_s1024_20260804,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/faced/faced_evalmode_frozen_upper2_s1024_20260804,,PRIMARY_CANDIDATE,RQ3,,,,,trainable,129209209,validation_kappa,46,0.4017713365539452,0.4027601491103256,0.3246330887258172,0.40082886558946806,UNREVIEWED,,complete_three_seed:upper_k_finetune:none
CBraMod,faced,upper_k_finetune,none,3407,faced_evalmode_frozen_upper2_s3407_20260804,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/faced/faced_evalmode_frozen_upper2_s3407_20260804,,PRIMARY_CANDIDATE,RQ3,,,,,trainable,129209209,validation_kappa,17,0.39989264626945786,0.3991059502450864,0.32133933033483253,0.39675692821252384,UNREVIEWED,,complete_three_seed:upper_k_finetune:none
CBraMod,faced,upper_k_finetune,none,42,faced_evalmode_frozen_upper2_s42_20260804,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/faced/faced_evalmode_frozen_upper2_s42_20260804,,PRIMARY_CANDIDATE,RQ3,,,,,trainable,129209209,validation_kappa,41,0.4087493290391841,0.4090537794941171,0.3330832708177044,0.40780720379303953,UNREVIEWED,,complete_three_seed:upper_k_finetune:none
CBraMod,faced,native_full_finetune,channel_patch,1024,faced_native_full_channel_patch_s1024_lr1e-4_b64_e50,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/faced/faced_native_full_channel_patch_s1024_lr1e-4_b64_e50,,PRIMARY_CANDIDATE,RQ3,,,,,trainable,133347419,validation_kappa,27,0.5605206655931293,0.5674772928421377,0.5024402452759354,0.5634233985966418,UNREVIEWED,,complete_three_seed:native_full_finetune:channel_patch
CBraMod,faced,native_full_finetune,channel_patch,3407,faced_native_full_channel_patch_s3407_lr1e-4_b64_e50,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/faced/faced_native_full_channel_patch_s3407_lr1e-4_b64_e50,,PRIMARY_CANDIDATE,RQ3,,,,,trainable,133347419,validation_kappa,30,0.5683038110574343,0.5731034658075461,0.5101547187122065,0.568469974021308,UNREVIEWED,,complete_three_seed:native_full_finetune:channel_patch
CBraMod,faced,native_full_finetune,channel_patch,42,faced_native_full_channel_patch_s42_lr1e-4_b64_e50,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/faced/faced_native_full_channel_patch_s42_lr1e-4_b64_e50,,PRIMARY_CANDIDATE,RQ3,,,,,trainable,133347419,validation_kappa,23,0.5672302737520128,0.5733905560015712,0.5090996268423358,0.5690337621975613,UNREVIEWED,,complete_three_seed:native_full_finetune:channel_patch
LaBraM,FACED,frozen_probe,none,1024,faced_reviewer_r2_frozen_dense_seed1024,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/faced_reviewer_r2_frozen_dense_seed1024,,PRIMARY_CANDIDATE,RQ1,,,,,frozen,1809,validation_kappa,38,0.1379495437466452,,0.03298363407469562,0.11280109814543286,UNREVIEWED,,complete_three_seed:frozen_probe:none
LaBraM,FACED,frozen_probe,none,3407,faced_reviewer_r2_frozen_dense_seed3407,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/faced_reviewer_r2_frozen_dense_seed3407,,PRIMARY_CANDIDATE,RQ1,,,,,frozen,1809,validation_kappa,14,0.13808373590982287,,0.03389688650820222,0.08290504585186034,UNREVIEWED,,complete_three_seed:frozen_probe:none
LaBraM,FACED,frozen_probe,none,42,faced_reviewer_r2_frozen_dense_seed42,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/faced_reviewer_r2_frozen_dense_seed42,,PRIMARY_CANDIDATE,RQ1,,,,,frozen,1809,validation_kappa,38,0.1439881910896404,,0.03878759969020151,0.11379690817177396,UNREVIEWED,,complete_three_seed:frozen_probe:none
LaBraM,FACED,frozen_native_generic,generic,1024,faced_reviewer_r2_frozen_generic_seed1024,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/faced_reviewer_r2_frozen_generic_seed1024,,PRIMARY_CANDIDATE,CONTEXT,,,,,frozen,28074,validation_kappa,62,0.17901234567901234,,0.07853447011751902,0.17218057617635846,UNREVIEWED,,complete_three_seed:frozen_native_generic:generic
LaBraM,FACED,frozen_native_generic,generic,3407,faced_reviewer_r2_frozen_generic_seed3407,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/faced_reviewer_r2_frozen_generic_seed3407,,PRIMARY_CANDIDATE,CONTEXT,,,,,frozen,28074,validation_kappa,73,0.1802200751476114,,0.08000753406023076,0.175537123733614,UNREVIEWED,,complete_three_seed:frozen_native_generic:generic
LaBraM,FACED,frozen_native_generic,generic,42,faced_reviewer_r2_frozen_generic_seed42,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/faced_reviewer_r2_frozen_generic_seed42,,PRIMARY_CANDIDATE,CONTEXT,,,,,frozen,28074,validation_kappa,73,0.17525496511003757,,0.07405081836828664,0.17003171692657595,UNREVIEWED,,complete_three_seed:frozen_native_generic:generic
LaBraM,FACED,frozen_native_patch,patch,1024,faced_reviewer_r2_frozen_patch_seed1024,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/faced_reviewer_r2_frozen_patch_seed1024,,PRIMARY_CANDIDATE,RQ1,,,,,frozen,163010,validation_kappa,42,0.15901771336553944,,0.05539212618138567,0.1565857611009523,UNREVIEWED,,complete_three_seed:frozen_native_patch:patch
LaBraM,FACED,frozen_native_patch,patch,3407,faced_reviewer_r2_frozen_patch_seed3407,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/faced_reviewer_r2_frozen_patch_seed3407,,PRIMARY_CANDIDATE,RQ1,,,,,frozen,163010,validation_kappa,38,0.1728395061728395,,0.07052245034217985,0.15699171474116658,UNREVIEWED,,complete_three_seed:frozen_native_patch:patch
LaBraM,FACED,frozen_native_patch,patch,42,faced_reviewer_r2_frozen_patch_seed42,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/faced_reviewer_r2_frozen_patch_seed42,,PRIMARY_CANDIDATE,RQ1,,,,,frozen,163010,validation_kappa,38,0.17028985507246375,,0.06693915001876793,0.15555694587822905,UNREVIEWED,,complete_three_seed:frozen_native_patch:patch
LaBraM,FACED,lora,qkv,1024,faced_reviewer_r2_lora_qkv_r8_seed1024,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/faced_reviewer_r2_lora_qkv_r8_seed1024,,PRIMARY_CANDIDATE,CONTEXT,,,,,trainable,78609,validation_kappa,45,0.27281266774020396,,0.18078602620087336,0.2702981365613395,UNREVIEWED,,complete_three_seed:lora:qkv
LaBraM,FACED,lora,qkv,3407,faced_reviewer_r2_lora_qkv_r8_seed3407,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/faced_reviewer_r2_lora_qkv_r8_seed3407,,PRIMARY_CANDIDATE,CONTEXT,,,,,trainable,78609,validation_kappa,63,0.2557702630166398,,0.16233333333333333,0.2543449127780626,UNREVIEWED,,complete_three_seed:lora:qkv
LaBraM,FACED,lora,qkv,42,faced_reviewer_r2_lora_qkv_r8_seed42,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/faced_reviewer_r2_lora_qkv_r8_seed42,,PRIMARY_CANDIDATE,CONTEXT,,,,,trainable,78609,validation_kappa,79,0.3184380032206119,,0.2321978845673357,0.3157336048813044,UNREVIEWED,,complete_three_seed:lora:qkv
LaBraM,FACED,upper2,upper,1024,faced_reviewer_r2_upper2_seed1024,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/faced_reviewer_r2_upper2_seed1024,,PRIMARY_CANDIDATE,RQ3,,,,,trainable,967169,validation_kappa,61,0.2966988727858293,,0.2087133991419885,0.2970314602486105,UNREVIEWED,,complete_three_seed:upper2:upper
LaBraM,FACED,upper2,upper,3407,faced_reviewer_r2_upper2_seed3407,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/faced_reviewer_r2_upper2_seed3407,,PRIMARY_CANDIDATE,RQ3,,,,,trainable,967169,validation_kappa,64,0.298040794417606,,0.20891759558287337,0.29791769205599455,UNREVIEWED,,complete_three_seed:upper2:upper
LaBraM,FACED,upper2,upper,42,faced_reviewer_r2_upper2_seed42,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/faced_reviewer_r2_upper2_seed42,,PRIMARY_CANDIDATE,RQ3,,,,,trainable,967169,validation_kappa,75,0.29589371980676327,,0.20666666666666655,0.29495016549037856,UNREVIEWED,,complete_three_seed:upper2:upper
CBraMod,isruc,axis_blind,generic_token_control,1024,isruc_cbramod_alpha0_axisblind_s1024,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/isruc/isruc_cbramod_alpha0_axisblind_s1024,,PRIMARY_CANDIDATE,RQ2,isruc_cbramod_alpha0_axisblind_s1024,channel_patch,PAIR_ARTIFACT_UNVERIFIED,0.5654806585597758,frozen,21647410,validation_kappa,13,0.7602972545775273,0.7600400933507746,0.7193175444221973,0.7830423822479932,UNREVIEWED,,complete_three_seed:axis_blind:generic_token_control
CBraMod,isruc,axis_blind,generic_token_control,3407,isruc_cbramod_alpha0_axisblind_s3407,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/isruc/isruc_cbramod_alpha0_axisblind_s3407,,PRIMARY_CANDIDATE,RQ2,isruc_cbramod_alpha0_axisblind_s3407,channel_patch,PAIR_ARTIFACT_UNVERIFIED,0.5654806585597758,frozen,21647410,validation_kappa,20,0.744904249206741,0.7430382233768631,0.6983302246477419,0.7667343927634974,UNREVIEWED,,complete_three_seed:axis_blind:generic_token_control
CBraMod,isruc,axis_blind,generic_token_control,42,isruc_cbramod_alpha0_axisblind_s42,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/isruc/isruc_cbramod_alpha0_axisblind_s42,,PRIMARY_CANDIDATE,RQ2,isruc_cbramod_alpha0_axisblind_s42,channel_patch,PAIR_ARTIFACT_UNVERIFIED,0.5654806585597758,frozen,21647410,validation_kappa,9,0.7367842525476885,0.7262658505298212,0.6902732173732424,0.7541052234089344,UNREVIEWED,,complete_three_seed:axis_blind:generic_token_control
CBraMod,isruc,interaction_aligned,channel_patch,1024,isruc_cbramod_frozen_channel_patch_s1024_r64_lr2e-4_b8_e20,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/isruc/isruc_cbramod_frozen_channel_patch_s1024_r64_lr2e-4_b8_e20,,PRIMARY_CANDIDATE,RQ1;RQ2,isruc_cbramod_alpha0_axisblind_s1024,channel_patch,PAIR_ARTIFACT_UNVERIFIED,0.5654806585597758,frozen,21647071,validation_kappa,15,0.7445908053030473,0.7407857501808257,0.6956630063753526,0.7630493384746424,UNREVIEWED,,complete_three_seed:interaction_aligned:channel_patch
CBraMod,isruc,interaction_aligned,channel_patch,3407,isruc_cbramod_frozen_channel_patch_s3407_r64_lr2e-4_b8_e20,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/isruc/isruc_cbramod_frozen_channel_patch_s3407_r64_lr2e-4_b8_e20,,PRIMARY_CANDIDATE,RQ1;RQ2,isruc_cbramod_alpha0_axisblind_s3407,channel_patch,PAIR_ARTIFACT_UNVERIFIED,0.5654806585597758,frozen,21647071,validation_kappa,16,0.7569716381819159,0.757476801168339,0.7134682345216284,0.7783365086715562,UNREVIEWED,,complete_three_seed:interaction_aligned:channel_patch
CBraMod,isruc,interaction_aligned,channel_patch,42,isruc_cbramod_frozen_channel_patch_s42_lr2e-4_b8_e20,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/isruc/isruc_cbramod_frozen_channel_patch_s42_lr2e-4_b8_e20,,PRIMARY_CANDIDATE,RQ1;RQ2,isruc_cbramod_alpha0_axisblind_s42,channel_patch,PAIR_ARTIFACT_UNVERIFIED,0.5654806585597758,frozen,21647071,validation_kappa,9,0.7541019622189131,0.7471509189075352,0.7119569714407924,0.7732663754247068,UNREVIEWED,,complete_three_seed:interaction_aligned:channel_patch
CBraMod,isruc,frozen_probe,none,1024,isruc_cbramod_frozen_probe_s1024_lr2e-4_b8_e20,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/isruc/isruc_cbramod_frozen_probe_s1024_lr2e-4_b8_e20,,PRIMARY_CANDIDATE,RQ1,,,,,frozen,21587461,validation_kappa,20,0.7543855637013218,0.7509045801707795,0.7069015499765529,0.7720601779743427,UNREVIEWED,,complete_three_seed:frozen_probe:none
CBraMod,isruc,frozen_probe,none,3407,isruc_cbramod_frozen_probe_s3407_lr2e-4_b8_e20,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/isruc/isruc_cbramod_frozen_probe_s3407_lr2e-4_b8_e20,,PRIMARY_CANDIDATE,RQ1,,,,,frozen,21587461,validation_kappa,10,0.7599638783089742,0.7574594748575196,0.7225676263771739,0.7853328223561034,UNREVIEWED,,complete_three_seed:frozen_probe:none
CBraMod,isruc,frozen_probe,none,42,isruc_cbramod_frozen_probe_s42_lr2e-4_b8_e20,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/isruc/isruc_cbramod_frozen_probe_s42_lr2e-4_b8_e20,,PRIMARY_CANDIDATE,RQ1,,,,,frozen,21587461,validation_kappa,16,0.7542625984571867,0.7465727382575784,0.7041219340097529,0.767764261252889,UNREVIEWED,,complete_three_seed:frozen_probe:none
LaBraM,PhysioNet-MI,frozen_native_channel_patch,channel_patch,1024,physio_mi_frozen_channel_patch_lowrank_locked_lr5e4_s1024_b64_e40,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/physio_mi_frozen_channel_patch_lowrank_locked_lr5e4_s1024_b64_e40,,PRIMARY_CANDIDATE,BOUNDARY;RQ1,,,,,frozen,86614,validation_kappa,23,0.27920721937012916,,0.03904783513665111,0.26154024467936204,UNREVIEWED,,complete_three_seed:frozen_native_channel_patch:channel_patch
LaBraM,PhysioNet-MI,frozen_native_channel_patch,channel_patch,3407,physio_mi_frozen_channel_patch_lowrank_locked_lr5e4_s3407_b64_e40,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/physio_mi_frozen_channel_patch_lowrank_locked_lr5e4_s3407_b64_e40,,PRIMARY_CANDIDATE,BOUNDARY;RQ1,,,,,frozen,86614,validation_kappa,23,0.2814281606695931,,0.042012783091985195,0.26194032125215694,UNREVIEWED,,complete_three_seed:frozen_native_channel_patch:channel_patch
LaBraM,PhysioNet-MI,frozen_native_channel_patch,channel_patch,42,physio_mi_frozen_channel_patch_lowrank_locked_lr5e4_s42_b64_e40,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/physio_mi_frozen_channel_patch_lowrank_locked_lr5e4_s42_b64_e40,,PRIMARY_CANDIDATE,BOUNDARY;RQ1,,,,,frozen,86614,validation_kappa,28,0.28914047739135995,,0.052272578992569985,0.2782369231757911,UNREVIEWED,,complete_three_seed:frozen_native_channel_patch:channel_patch
LaBraM,PhysioNet-MI,frozen_probe,none,1024,physio_mi_frozen_dense_locked_lr5e4_s1024_b64_e40,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/physio_mi_frozen_dense_locked_lr5e4_s1024_b64_e40,,PRIMARY_CANDIDATE,BOUNDARY;RQ1,,,,,frozen,804,validation_kappa,23,0.2699090531941725,,0.02662003135822455,0.256095490387544,UNREVIEWED,,complete_three_seed:frozen_probe:none
LaBraM,PhysioNet-MI,frozen_probe,none,3407,physio_mi_frozen_dense_locked_lr5e4_s3407_b64_e40,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/physio_mi_frozen_dense_locked_lr5e4_s3407_b64_e40,,PRIMARY_CANDIDATE,BOUNDARY;RQ1,,,,,frozen,804,validation_kappa,20,0.2693969181057666,,0.02591434711819185,0.2648999125148436,UNREVIEWED,,complete_three_seed:frozen_probe:none
LaBraM,PhysioNet-MI,frozen_probe,none,42,physio_mi_frozen_dense_locked_lr5e4_s42_b64_e40,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/physio_mi_frozen_dense_locked_lr5e4_s42_b64_e40,,PRIMARY_CANDIDATE,BOUNDARY;RQ1,,,,,frozen,804,validation_kappa,20,0.2688425943807112,,0.025175522259483718,0.2643087026465435,UNREVIEWED,,complete_three_seed:frozen_probe:none
LaBraM,PhysioNet-MI,native_channel_patch,channel_patch,1024,physio_mi_full_channel_patch_lowrank_locked_lr5e4_s1024_b64_e40,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/physio_mi_full_channel_patch_lowrank_locked_lr5e4_s1024_b64_e40,,PRIMARY_CANDIDATE,RQ3,,,,,trainable,5906550,validation_kappa,9,0.6302398003829567,,0.5067903421869848,0.6330909482318485,UNREVIEWED,,complete_three_seed:native_channel_patch:channel_patch
