backbone,dataset,run_id,artifact_dir,method,axis,seed,candidate,candidate_score,contract_valid,status,selected_epoch,val_selection_value,balanced_accuracy,cohen_kappa,macro_f1,weighted_f1,trainable_parameters,adapter_delta_ratio,adapter_parameter_count,backbone_update_norm,evidence_status,candidate_status,artifact_status,manual_status,evidence_reason,scope_note,canonical_group_n,canonical_group_seeds,configuration_homogeneous,alignment_control_available,probe_available,rq1_eligible,rq2_eligible,rq3_eligible,rq4_eligible,reviewed_by,review_date,review_notes,source_log_path,previous_status,status_change_reason,status_change_date,exclusion_reason_code,source
CBraMod,faced,faced_native_patch_s42_lr1e-4_b64_e50,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/faced/faced_native_patch_s42_lr1e-4_b64_e50,interaction_aligned,patch,42,False,7,True,completed,19,0.2576569678407351,0.31535158346752545,0.22610141313383214,0.2951983266851966,0.2937407423361639,128433814,0.7739821076393127,29805,0.0,SUPPORTING,SUPPORTING_CANDIDATE,UNREVIEWED,UNREVIEWED,completed legacy or non-strict artifact; manual audit required,,3,"42,1024,3407",true,control_only,yes,no,no,no,yes,,,,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/faced/faced_native_patch_s42_lr1e-4_b64_e50,,,,UNREVIEWED,summary.json + test_metrics.json
CBraMod,faced,faced_upper2_s42_lr1e-4_b64_e50,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/faced/faced_upper2_s42_lr1e-4_b64_e50,upper_k_finetune,none,42,False,7,True,completed,37,0.44132476283782174,0.4482018250134192,0.3706558092191362,0.44075235072059593,0.4348183218496495,129209209,,0,0.0,SUPPORTING,SUPPORTING_CANDIDATE,UNREVIEWED,UNREVIEWED,completed legacy or non-strict artifact; manual audit required,,3,"42,1024,3407",true,unknown,unknown,no,no,no,yes,,,,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/faced/faced_upper2_s42_lr1e-4_b64_e50,,,,UNREVIEWED,summary.json + test_metrics.json
CBraMod,faced,faced_native_channel_patch_s42_lr1e-4_b64_e50,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/faced/faced_native_channel_patch_s42_lr1e-4_b64_e50,interaction_aligned,channel_patch,42,False,7,True,completed,42,0.3109259791247726,0.35238862050456254,0.2672810101304266,0.3431956946720176,0.3408790634294711,128463619,0.8667523860931396,59610,0.0,SUPPORTING,SUPPORTING_CANDIDATE,UNREVIEWED,UNREVIEWED,completed legacy or non-strict artifact; manual audit required,,3,"42,1024,3407",true,control_only,yes,no,no,no,yes,,,,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/faced/faced_native_channel_patch_s42_lr1e-4_b64_e50,,,,UNREVIEWED,summary.json + test_metrics.json
CBraMod,faced,faced_axis_blind_s42_lr1e-4_b64_e50,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/faced/faced_axis_blind_s42_lr1e-4_b64_e50,axis_blind,generic_token_control,42,False,7,True,completed,35,0.41807896061557637,0.42793880837359094,0.354115440716816,0.42895590983377346,0.42716604128412744,128463958,,59949,0.0,SUPPORTING,SUPPORTING_CANDIDATE,UNREVIEWED,UNREVIEWED,completed legacy or non-strict artifact; manual audit required,,3,"42,1024,3407",true,unknown,unknown,no,no,no,yes,,,,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/faced/faced_axis_blind_s42_lr1e-4_b64_e50,,,,UNREVIEWED,summary.json + test_metrics.json
CBraMod,faced,faced_frozen_probe_s1024_lr1e-4_b64_e50,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/faced/faced_frozen_probe_s1024_lr1e-4_b64_e50,frozen_probe,none,1024,False,7,True,completed,10,0.21770900494304768,0.25402576489533013,0.15859378242643096,0.22480169837486189,0.22464852416550327,128404009,,0,0.0,SUPPORTING,SUPPORTING_CANDIDATE,UNREVIEWED,UNREVIEWED,completed legacy or non-strict artifact; manual audit required,,3,"42,1024,3407",true,unknown,unknown,no,no,no,yes,,,,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/faced/faced_frozen_probe_s1024_lr1e-4_b64_e50,,,,UNREVIEWED,summary.json + test_metrics.json
CBraMod,faced,faced_native_full_channel_s42_lr1e-4_b64_e50,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/faced/faced_native_full_channel_s42_lr1e-4_b64_e50,native_full_finetune,channel,42,True,7,True,completed,17,0.5697574072298398,0.5748792270531401,0.517362124306974,0.5795516553879829,0.5750980069215464,133317614,0.0045227427035570145,29805,0.010685320012271404,PRIMARY,PRIMARY_CANDIDATE,UNREVIEWED,UNREVIEWED,strict canonical three-seed group,,3,"42,1024,3407",true,unknown,unknown,no,no,PROVISIONAL,yes,,,,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/faced/faced_native_full_channel_s42_lr1e-4_b64_e50,,,,UNREVIEWED,summary.json + test_metrics.json
CBraMod,faced,faced_generic_bottleneck_s1024_lr1e-4_b64_e50,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/faced/faced_generic_bottleneck_s1024_lr1e-4_b64_e50,generic_bottleneck,none,1024,False,7,True,completed,46,0.35941355436839706,0.3841921631776704,0.30392054800224855,0.3844928014277529,0.3823827490393368,128430274,,26265,0.0,SUPPORTING,SUPPORTING_CANDIDATE,UNREVIEWED,UNREVIEWED,completed legacy or non-strict artifact; manual audit required,,3,"42,1024,3407",true,unknown,unknown,no,no,no,yes,,,,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/faced/faced_generic_bottleneck_s1024_lr1e-4_b64_e50,,,,UNREVIEWED,summary.json + test_metrics.json
CBraMod,faced,faced_native_full_patch_s42_lr1e-4_b64_e50,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/faced/faced_native_full_patch_s42_lr1e-4_b64_e50,native_full_finetune,patch,42,True,7,True,completed,20,0.5624789976477366,0.5683038110574342,0.5105650695646733,0.5766813305675851,0.5719460861969206,133317614,0.007601723540574312,29805,0.010737528093159199,PRIMARY,PRIMARY_CANDIDATE,UNREVIEWED,UNREVIEWED,strict canonical three-seed group,,3,"42,1024,3407",true,unknown,unknown,no,no,PROVISIONAL,yes,,,,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/faced/faced_native_full_patch_s42_lr1e-4_b64_e50,,,,UNREVIEWED,summary.json + test_metrics.json
CBraMod,faced,faced_lora_qkv_r8_s1024_lr1e-4_b64_e50,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/faced/faced_lora_qkv_r8_s1024_lr1e-4_b64_e50,lora,none,1024,False,7,True,completed,44,0.4648826223533078,0.48698336017176597,0.4184548013762903,0.48999225643767486,0.4857200462209854,128480809,,0,0.0,SUPPORTING,SUPPORTING_CANDIDATE,UNREVIEWED,UNREVIEWED,completed legacy or non-strict artifact; manual audit required,,3,"42,1024,3407",true,unknown,unknown,no,no,no,yes,,,,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/faced/faced_lora_qkv_r8_s1024_lr1e-4_b64_e50,,,,UNREVIEWED,summary.json + test_metrics.json
CBraMod,faced,faced_native_full_channel_patch_s42_lr1e-4_b64_e50,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/faced/faced_native_full_channel_patch_s42_lr1e-4_b64_e50,native_full_finetune,channel_patch,42,True,7,True,completed,23,0.5620066697056214,0.5672302737520128,0.5090996268423358,0.5733905560015712,0.5690337621975613,133347419,0.011999818496406078,59610,0.01151922158896923,PRIMARY,PRIMARY_CANDIDATE,UNREVIEWED,UNREVIEWED,strict canonical three-seed group,,3,"42,1024,3407",true,unknown,unknown,no,no,PROVISIONAL,yes,,,,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/faced/faced_native_full_channel_patch_s42_lr1e-4_b64_e50,,,,UNREVIEWED,summary.json + test_metrics.json
CBraMod,faced,faced_upper2_s1024_lr1e-4_b64_e50,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/faced/faced_upper2_s1024_lr1e-4_b64_e50,upper_k_finetune,none,1024,False,7,True,completed,31,0.4468755971717945,0.4563875469672571,0.38166860561741733,0.44566156088725795,0.4419204012451805,129209209,,0,0.0,SUPPORTING,SUPPORTING_CANDIDATE,UNREVIEWED,UNREVIEWED,completed legacy or non-strict artifact; manual audit required,,3,"42,1024,3407",true,unknown,unknown,no,no,no,yes,,,,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/faced/faced_upper2_s1024_lr1e-4_b64_e50,,,,UNREVIEWED,summary.json + test_metrics.json
CBraMod,faced,faced_axis_blind_s1024_lr1e-4_b64_e50,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/faced/faced_axis_blind_s1024_lr1e-4_b64_e50,axis_blind,generic_token_control,1024,False,7,True,completed,41,0.32654576815274416,0.3813741277509394,0.30253887522407974,0.3834435372789763,0.3823262491061035,128463958,,59949,0.0,SUPPORTING,SUPPORTING_CANDIDATE,UNREVIEWED,UNREVIEWED,completed legacy or non-strict artifact; manual audit required,,3,"42,1024,3407",true,unknown,unknown,no,no,no,yes,,,,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/faced/faced_axis_blind_s1024_lr1e-4_b64_e50,,,,UNREVIEWED,summary.json + test_metrics.json
CBraMod,faced,faced_frozen_probe_s3407_lr1e-4_b64_e50,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/faced/faced_frozen_probe_s3407_lr1e-4_b64_e50,frozen_probe,none,3407,False,7,True,completed,29,0.22769716994684674,0.25214707461084274,0.15768479660946533,0.21090379702594522,0.21258289541916858,128404009,,0,0.0,SUPPORTING,SUPPORTING_CANDIDATE,UNREVIEWED,UNREVIEWED,completed legacy or non-strict artifact; manual audit required,,3,"42,1024,3407",true,unknown,unknown,no,no,no,yes,,,,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/faced/faced_frozen_probe_s3407_lr1e-4_b64_e50,,,,UNREVIEWED,summary.json + test_metrics.json
CBraMod,faced,faced_generic_bottleneck_s3407_lr1e-4_b64_e50,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/faced/faced_generic_bottleneck_s3407_lr1e-4_b64_e50,generic_bottleneck,none,3407,False,7,True,completed,42,0.39919925199587636,0.4129092860976919,0.33751641616810146,0.4174248160256317,0.4156218636232995,128430274,,26265,0.0,SUPPORTING,SUPPORTING_CANDIDATE,UNREVIEWED,UNREVIEWED,completed legacy or non-strict artifact; manual audit required,,3,"42,1024,3407",true,unknown,unknown,no,no,no,yes,,,,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/faced/faced_generic_bottleneck_s3407_lr1e-4_b64_e50,,,,UNREVIEWED,summary.json + test_metrics.json
CBraMod,faced,faced_lora_qkv_r8_s3407_lr1e-4_b64_e50,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/faced/faced_lora_qkv_r8_s3407_lr1e-4_b64_e50,lora,none,3407,False,7,True,completed,46,0.4539304819248208,0.4928878153515835,0.42720106768986954,0.49389575752885645,0.49130026136538907,128480809,,0,0.0,SUPPORTING,SUPPORTING_CANDIDATE,UNREVIEWED,UNREVIEWED,completed legacy or non-strict artifact; manual audit required,,3,"42,1024,3407",true,unknown,unknown,no,no,no,yes,,,,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/faced/faced_lora_qkv_r8_s3407_lr1e-4_b64_e50,,,,UNREVIEWED,summary.json + test_metrics.json
CBraMod,faced,faced_upper2_s3407_lr1e-4_b64_e50,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/faced/faced_upper2_s3407_lr1e-4_b64_e50,upper_k_finetune,none,3407,False,7,True,completed,22,0.45157124408092986,0.46054750402576494,0.3861052806583678,0.44932845575685104,0.4451597230059226,129209209,,0,0.0,SUPPORTING,SUPPORTING_CANDIDATE,UNREVIEWED,UNREVIEWED,completed legacy or non-strict artifact; manual audit required,,3,"42,1024,3407",true,unknown,unknown,no,no,no,yes,,,,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/faced/faced_upper2_s3407_lr1e-4_b64_e50,,,,UNREVIEWED,summary.json + test_metrics.json
CBraMod,faced,faced_axis_blind_s3407_lr1e-4_b64_e50,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/faced/faced_axis_blind_s3407_lr1e-4_b64_e50,axis_blind,generic_token_control,3407,False,7,True,completed,41,0.4104840060291408,0.418545356951154,0.3422251815476809,0.41681303217201443,0.4147757057259706,128463958,,59949,0.0,SUPPORTING,SUPPORTING_CANDIDATE,UNREVIEWED,UNREVIEWED,completed legacy or non-strict artifact; manual audit required,,3,"42,1024,3407",true,unknown,unknown,no,no,no,yes,,,,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/faced/faced_axis_blind_s3407_lr1e-4_b64_e50,,,,UNREVIEWED,summary.json + test_metrics.json
CBraMod,faced,faced_native_channel_s42_adapterlr1e-4_b64_e50,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/faced/faced_native_channel_s42_adapterlr1e-4_b64_e50,interaction_aligned,channel,42,False,2,True,completed,46,0.21672713385526066,0.23805689747718736,0.14013187906938152,0.18677747090061486,0.18622929591947043,128433814,0.22257809340953827,29805,0.0,SUPPORTING,SUPPORTING_CANDIDATE,UNREVIEWED,UNREVIEWED,completed legacy or non-strict artifact; manual audit required,,3,"42,1024,3407",true,control_only,yes,no,no,no,yes,,,,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/faced/faced_native_channel_s42_adapterlr1e-4_b64_e50,,,,UNREVIEWED,summary.json + test_metrics.json
CBraMod,faced,faced_native_full_channel_s1024_lr1e-4_b64_e50,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/faced/faced_native_full_channel_s1024_lr1e-4_b64_e50,native_full_finetune,channel,1024,True,7,True,completed,33,0.5507194158199418,0.546027911969941,0.4881865090141845,0.5563877787927478,0.5525806379760944,133317614,0.002715789945796132,29805,0.010840137489140034,PRIMARY,PRIMARY_CANDIDATE,UNREVIEWED,UNREVIEWED,strict canonical three-seed group,,3,"42,1024,3407",true,unknown,unknown,no,no,PROVISIONAL,yes,,,,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/faced/faced_native_full_channel_s1024_lr1e-4_b64_e50,,,,UNREVIEWED,summary.json + test_metrics.json
CBraMod,faced,faced_native_patch_s42_adapterlr1e-4_b64_e50,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/faced/faced_native_patch_s42_adapterlr1e-4_b64_e50,interaction_aligned,patch,42,False,2,True,completed,48,0.27017880715228604,0.2830112721417069,0.19328850677602694,0.2507430892914556,0.25278718383637383,128433814,0.2530597150325775,29805,0.0,SUPPORTING,SUPPORTING_CANDIDATE,UNREVIEWED,UNREVIEWED,completed legacy or non-strict artifact; manual audit required,,3,"42,1024,3407",true,control_only,yes,no,no,no,yes,,,,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/faced/faced_native_patch_s42_adapterlr1e-4_b64_e50,,,,UNREVIEWED,summary.json + test_metrics.json
CBraMod,faced,faced_native_full_patch_s1024_lr1e-4_b64_e50,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/faced/faced_native_full_patch_s1024_lr1e-4_b64_e50,native_full_finetune,patch,1024,True,7,True,completed,31,0.5569641528007876,0.5599838969404187,0.5036849907092302,0.5703184756668841,0.5666762368189032,133317614,0.005046918522566557,29805,0.011060339398682117,PRIMARY,PRIMARY_CANDIDATE,UNREVIEWED,UNREVIEWED,strict canonical three-seed group,,3,"42,1024,3407",true,unknown,unknown,no,no,PROVISIONAL,yes,,,,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/faced/faced_native_full_patch_s1024_lr1e-4_b64_e50,,,,UNREVIEWED,summary.json + test_metrics.json
CBraMod,faced,faced_native_channel_patch_s42_adapterlr1e-4_b64_e50,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/faced/faced_native_channel_patch_s42_adapterlr1e-4_b64_e50,interaction_aligned,channel_patch,42,False,2,True,completed,39,0.24596050269299807,0.2642243692968331,0.17073677647303342,0.22369599671178067,0.22484847157356166,128463619,0.25979599356651306,59610,0.0,SUPPORTING,SUPPORTING_CANDIDATE,UNREVIEWED,UNREVIEWED,completed legacy or non-strict artifact; manual audit required,,3,"42,1024,3407",true,control_only,yes,no,no,no,yes,,,,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/faced/faced_native_channel_patch_s42_adapterlr1e-4_b64_e50,,,,UNREVIEWED,summary.json + test_metrics.json
CBraMod,faced,faced_native_full_channel_patch_s1024_lr1e-4_b64_e50,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/faced/faced_native_full_channel_patch_s1024_lr1e-4_b64_e50,native_full_finetune,channel_patch,1024,True,7,True,completed,27,0.550055163812539,0.5605206655931293,0.5024402452759354,0.5674772928421377,0.5634233985966418,133347419,0.004367637448012829,59610,0.011138686910271645,PRIMARY,PRIMARY_CANDIDATE,UNREVIEWED,UNREVIEWED,strict canonical three-seed group,,3,"42,1024,3407",true,unknown,unknown,no,no,PROVISIONAL,yes,,,,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/faced/faced_native_full_channel_patch_s1024_lr1e-4_b64_e50,,,,UNREVIEWED,summary.json + test_metrics.json
CBraMod,faced,faced_native_full_channel_s3407_lr1e-4_b64_e50,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/faced/faced_native_full_channel_s3407_lr1e-4_b64_e50,native_full_finetune,channel,3407,True,7,True,completed,31,0.5674818622976024,0.5725979602791197,0.5180179239173578,0.5845221419797368,0.5803163855451201,133317614,0.00039708372787572443,29805,0.011213730089366436,PRIMARY,PRIMARY_CANDIDATE,UNREVIEWED,UNREVIEWED,strict canonical three-seed group,,3,"42,1024,3407",true,unknown,unknown,no,no,PROVISIONAL,yes,,,,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/faced/faced_native_full_channel_s3407_lr1e-4_b64_e50,,,,UNREVIEWED,summary.json + test_metrics.json
